ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),Height of BLEVE (m),Tank Height with Gas (m), Vapour Temerature (K), Liquid Temerature (K),Status,Stand-off Distance,Target
B291,13.6,0.6651195,1.0,4.0,0.8,1.8,0.4,435.0,372.5,Superheated,38.0,0.0145039
B291,13.6,0.6651195,1.0,4.0,0.8,1.8,0.4,435.0,372.5,Superheated,39.0,0.014520649999999996
B291,13.6,0.6651195,1.0,4.0,0.8,1.8,0.4,435.0,372.5,Superheated,40.0,0.014517139999999984
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,5.0,0.020169054999999998
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,6.0,0.020083511
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,7.0,0.020070672
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,8.0,0.019746984999999998
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,9.0,0.019798167
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,10.0,0.019929152000000002
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,11.0,0.019518669000000002
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,12.0,0.019671022999999996
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,13.0,0.019751033999999994
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,14.0,0.01926244
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,15.0,0.019443869000000003
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,16.0,0.019938378999999992
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,17.0,0.020087625999999997
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,18.0,0.01997864199999999
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,19.0,0.019093293999999997
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,20.0,0.019170527000000007
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,21.0,0.019463506000000005
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,22.0,0.019967325000000008
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,23.0,0.020580053
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,24.0,0.020739690000000005
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,25.0,0.020487718000000002
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,26.0,0.019755349000000005
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,27.0,0.01953577999999999
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,28.0,0.019526675000000007
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,29.0,0.019571923000000005
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,30.0,0.019754702
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,31.0,0.020210041999999998
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,32.0,0.020830807999999992
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,33.0,0.021169000000000007
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,34.0,0.021109433999999996
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,35.0,0.020850419999999995
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,36.0,0.020545359999999985
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,37.0,0.020319000000000004
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,38.0,0.020181119999999997
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,39.0,0.020104159999999982
B159,16.900000000000002,0.2292738,2.4000000000000004,1.6,2.6,1.2000000000000002,2.2,391.1,410.70000000000005,Superheated,40.0,0.02006163999999999
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,5.0,0.021375975999999998
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,6.0,0.021119212999999998
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,7.0,0.020989696
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,8.0,0.020671817
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,9.0,0.020422824
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,10.0,0.020390249
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,11.0,0.020448524000000003
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,12.0,0.019783127999999997
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,13.0,0.019683112000000003
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,14.0,0.019827854000000006
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,15.0,0.018566076
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,16.0,0.019125774999999998
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,17.0,0.019534021999999998
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,18.0,0.019564774
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,19.0,0.019276161000000007
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,20.0,0.017789651000000004
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,21.0,0.018137962000000007
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,22.0,0.018589473999999995
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,23.0,0.019302845
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,24.0,0.019700877000000006
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,25.0,0.01954649400000001
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,26.0,0.018207586999999997
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,27.0,0.018155222
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,28.0,0.01817904799999999
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,29.0,0.018240173
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,30.0,0.018383659999999996
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,31.0,0.018639084
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,32.0,0.019017113000000002
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,33.0,0.01941632700000001
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,34.0,0.01961359
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,35.0,0.019512340000000003
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,36.0,0.019240839999999995
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,37.0,0.018989589999999987
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,38.0,0.01882235
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,39.0,0.018710920000000006
B70,31.8,0.1390254,3.0,1.6,1.2000000000000002,1.4000000000000001,1.0,404.90000000000003,339.6,Subcooled,40.0,0.01863505
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,5.0,0.033645451
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,6.0,0.033857719999999994
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,7.0,0.033941141
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,8.0,0.033899965000000004
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,9.0,0.033886161
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,10.0,0.03389170799999999
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,11.0,0.034010515
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,12.0,0.033932860999999995
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,13.0,0.033937276
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,14.0,0.033497911000000005
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,15.0,0.033327695000000004
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,16.0,0.033407703
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,17.0,0.033648152
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,18.0,0.033368084000000006
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,19.0,0.033126999000000004
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,20.0,0.033366453
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,21.0,0.033472356
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,22.0,0.033105708
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,23.0,0.032634898999999995
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,24.0,0.03279797400000001
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,25.0,0.032956969
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,26.0,0.03300418000000001
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,27.0,0.032974700999999995
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,28.0,0.032943200000000006
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,29.0,0.03295819100000001
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,30.0,0.03298524300000001
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,31.0,0.032858202
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,32.0,0.031698177999999994
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,33.0,0.032015171999999995
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,34.0,0.03242701299999999
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,35.0,0.03280735
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,36.0,0.03317527000000001
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,37.0,0.03358707000000001
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,38.0,0.03407892
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,39.0,0.03454317999999999
P18,33.67886,0.5105109999999999,2.6,7.4,1.4000000000000001,1.6,0.8,325.1,364.8,Superheated,40.0,0.034840439999999986
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,5.0,0.022866410000000004
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,6.0,0.023491329000000002
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,7.0,0.023951859999999995
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,8.0,0.024372902
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,9.0,0.024832085
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,10.0,0.025238867999999998
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,11.0,0.025441966999999996
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,12.0,0.025700049000000003
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,13.0,0.026226437999999998
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,14.0,0.026525516
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,15.0,0.026506476
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,16.0,0.026753456000000002
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,17.0,0.027071631999999998
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,18.0,0.027394798000000005
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,19.0,0.027626040999999997
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,20.0,0.027541998000000005
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,21.0,0.027550433000000006
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,22.0,0.027971469000000006
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,23.0,0.028402206000000006
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,24.0,0.028685570000000007
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,25.0,0.028800428000000003
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,26.0,0.027748906000000004
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,27.0,0.027590339000000005
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,28.0,0.028134857
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,29.0,0.028826271
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,30.0,0.029510390999999997
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,31.0,0.029931310000000003
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,32.0,0.030120546999999998
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,33.0,0.03013576300000001
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,34.0,0.02990143399999999
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,35.0,0.027369215000000002
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,36.0,0.027766921
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,37.0,0.02814024999999999
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,38.0,0.02847403000000001
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,39.0,0.02893889999999999
B132,21.200000000000003,0.1050219,1.6,9.600000000000001,2.2,0.6000000000000001,2.0,529.5,306.6,Subcooled,40.0,0.02959951999999999
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,5.0,0.010222791000000002
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,6.0,0.010026138
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,7.0,0.009980125
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,8.0,0.010041119000000001
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,9.0,0.009788756999999999
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,10.0,0.009666633999999997
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,11.0,0.010002101999999999
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,12.0,0.009951866999999996
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,13.0,0.009753010999999999
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,14.0,0.009616811000000003
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,15.0,0.009696851999999999
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,16.0,0.009934487999999998
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,17.0,0.009991400000000004
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,18.0,0.009905586999999993
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,19.0,0.009762354
B45,31.6,0.1344435,1.2000000000000002,0.6000000000000001,1.0,1.2000000000000002,0.8,375.20000000000005,327.6,Subcooled,20.0,0.009646873999999993
